Phrase	NPQ	IDF	PMI	CMI
以色列总理巴拉克和巴勒斯坦领袖阿拉法 	 109.93870683399345 	 1.236762627148927 	 6.048233358130466 	 -1000
的 	 30.419190285669934 	 -0.0317486983145803 	 1000 	 -5.859662367788607
， 	 24.749765156030954 	 -0.0317486983145803 	 1000 	 -3.859864344044108
总理公署兼卫生部政务次长曾士生 	 23.18325665651793 	 1.488077055429833 	 6.636217866539018 	 -1000
对华永久性正常贸易关系法案 	 18.470329113412483 	 2.740840023925201 	 6.187259226821082 	 -1000
和 	 18.45228436219978 	 -0.0317486983145803 	 1000 	 -4.379896881436015
在 	 16.988303660147462 	 -0.0317486983145803 	 1000 	 -4.905911554242717
副总理兼国防部长陈庆炎博士 	 15.78321153661828 	 1.236762627148927 	 7.689380972089287 	 -1000
育部组成的手足口症行动小组 	 11.999590959208566 	 1.0360919316867758 	 7.5988778725882264 	 -1000
是 	 11.532437974970255 	 -0.0317486983145803 	 1000 	 -3.764689962387574
与 	 10.209438145350685 	 -0.0317486983145803 	 1000 	 -3.8043559769382442
了 	 10.075951069853446 	 -0.0317486983145803 	 1000 	 -3.380503487140407
美国国务卿奥尔布赖特 	 8.759699664076326 	 0.3894647667617233 	 6.6479604634045035 	 -10.094987763604413
也 	 8.42895326080701 	 -0.0317486983145803 	 1000 	 -5.385553993894852
） 	 8.338719788049808 	 -0.0317486983145803 	 1000 	 -3.2258201073604935
社会发展及体育部长阿都拉 	 8.257985523538187 	 1.1314021114911006 	 7.208728065574485 	 -1000
他 	 8.030592096794523 	 -0.0317486983145803 	 1000 	 -2.26140342367749
对 	 8.015812519845083 	 -0.0317486983145803 	 1000 	 -3.75655372526876
将 	 7.937454495779671 	 -0.0317486983145803 	 1000 	 -5.321239414427542
以 	 7.931245533237174 	 -0.0317486983145803 	 1000 	 -2.5634098801157332
中 	 7.818167565536774 	 -0.0317486983145803 	 1000 	 -2.660745162944047
为 	 7.811604197843959 	 -0.0317486983145803 	 1000 	 -2.4642173518369677
（ 	 7.587565029548233 	 -0.0317486983145803 	 1000 	 -4.539931695411155
自由贸易协定联合研究小组 	 7.558595834443875 	 1.6422277352570913 	 6.894908633304101 	 -1000
体育部高级政务次长符喜泉 	 7.419582428662567 	 1.3545456628053103 	 7.208026803273658 	 -1000
： 	 7.305429135457967 	 -0.0317486983145803 	 1000 	 -2.191627020155975
而 	 7.219509750699053 	 -0.0317486983145803 	 1000 	 -2.87024579015094
上 	 7.2031565051469855 	 -0.0317486983145803 	 1000 	 -4.667657206866934
有 	 7.117453480686478 	 -0.0317486983145803 	 1000 	 -2.1015897318308925
人 	 6.795454966943397 	 -0.0317486983145803 	 1000 	 -4.125528226750835
及 	 6.695682672798183 	 -0.0317486983145803 	 1000 	 -3.314291697737214
到 	 6.68631408525961 	 -0.0317486983145803 	 1000 	 -4.3783038993790555
不 	 6.663650087661694 	 -0.0317486983145803 	 1000 	 -3.3255187675364866
或 	 6.051875172118972 	 -0.0317486983145803 	 1000 	 -4.627811916468916
来 	 5.971676522057714 	 -0.0317486983145803 	 1000 	 -3.424614523803656
从 	 5.970692598139682 	 -0.0317486983145803 	 1000 	 -4.378110814582593
大 	 5.863460461622527 	 -0.0317486983145803 	 1000 	 -3.597754200312526
就 	 5.81205871513016 	 -0.0317486983145803 	 1000 	 -4.711088893950491
一 	 5.811711845377633 	 -0.0317486983145803 	 1000 	 -3.0579781730630846
后 	 5.785665270570105 	 -0.0317486983145803 	 1000 	 -4.047617348929059
时 	 5.722512703496257 	 -0.0317486983145803 	 1000 	 -3.6008948128369274
这 	 5.70433133024355 	 -0.0317486983145803 	 1000 	 -3.133604785421892
等 	 5.665656476642706 	 -0.0317486983145803 	 1000 	 -4.412287959060613
要 	 5.6503741101469265 	 -0.0317486983145803 	 1000 	 -2.7745185086708353
以色列总理巴拉克和巴勒斯坦领袖阿拉 	 5.513248559369708 	 1.236762627148927 	 6.048233358130466 	 -6.032606490439157
但 	 5.502640890969237 	 -0.0317486983145803 	 1000 	 -3.3233278346810775
新加坡体育理事会 	 5.461745601551127 	 0.661398482245365 	 5.832303365113778 	 -1000
地 	 5.445023736273613 	 -0.0317486983145803 	 1000 	 -3.8448727849877202
我 	 5.441402021099532 	 -0.0317486983145803 	 1000 	 -1.9413578506907556
色列总理巴拉克和巴勒斯坦领袖阿拉法 	 5.420572955515502 	 1.236762627148927 	 6.828961571053955 	 -6.813334703362645
会 	 5.400674195756585 	 -0.0317486983145803 	 1000 	 -3.1378666835643902
国防委员会第一副委员长 	 5.384485187237488 	 1.1314021114911006 	 5.304095159878366 	 -1000
共和党总统候选人小布什 	 5.363297534455358 	 1.1314021114911006 	 7.772121586972566 	 -1000
都 	 5.342738172773336 	 -0.0317486983145803 	 1000 	 -5.021288406823151
大型及豪华车组拥车证 	 5.334457161235675 	 2.3353749158170367 	 6.066869504803272 	 -1000
以色列和巴勒斯坦 	 5.119095212481312 	 0.5436154465889816 	 6.048233358130466 	 -1000
被 	 5.105175128557164 	 -0.0317486983145803 	 1000 	 -4.296465564695208
所 	 5.044006891181527 	 -0.0317486983145803 	 1000 	 -2.875951393926328
把 	 4.996839182031505 	 -0.0317486983145803 	 1000 	 -5.065884537905433
庄铭灯（马尼拉通讯员） 	 4.946257317111438 	 1.0360919316867758 	 6.878135686082394 	 -1000
钟天祥（雅加达特派员） 	 4.946257317111438 	 1.0360919316867758 	 6.878135686082394 	 -1000
前 	 4.944315100257406 	 -0.0317486983145803 	 1000 	 -2.291485513512825
； 	 4.908275141269139 	 -0.0317486983145803 	 1000 	 -5.918138214721689
让 	 4.886777726453306 	 -0.0317486983145803 	 1000 	 -6.230356207374427
又 	 4.827681049005185 	 -0.0317486983145803 	 1000 	 -6.958343134294624
已 	 4.827636065999725 	 -0.0317486983145803 	 1000 	 -2.587545145083739
双边自由贸易协定 	 4.80265641180833 	 1.488077055429833 	 7.123384160119579 	 -1000
民主党总统候选人戈尔 	 4.75640523456987 	 0.949080554697146 	 6.70480096276077 	 -1000
下 	 4.740080569161704 	 -0.0317486983145803 	 1000 	 -3.937915283310806
向 	 4.739656579157286 	 -0.0317486983145803 	 1000 	 -3.8588110424628597
之 	 4.733380781446291 	 -0.0317486983145803 	 1000 	 -3.265888483513075
并 	 4.7176514303677495 	 -0.0317486983145803 	 1000 	 -4.155357750295827
新加坡国立大学 	 4.703850433705118 	 0.3894647667617233 	 6.259115863720158 	 -1000
却 	 4.673697357805052 	 -0.0317486983145803 	 1000 	 -6.328393920946271
余歌沧（雅加达通讯员） 	 4.588129976267102 	 1.236762627148927 	 6.878135686082394 	 -1000
可 	 4.580560093153634 	 -0.0317486983145803 	 1000 	 -2.7070475723125798
新 	 4.5704063804572606 	 -0.0317486983145803 	 1000 	 -1.0148290776570386
国防部第二部长张志贤准 	 4.54179217434 	 1.3545456628053103 	 5.304095159878366 	 -1000
于 	 4.539915771945577 	 -0.0317486983145803 	 1000 	 -3.3069487749557323
由 	 4.531675967589575 	 -0.0317486983145803 	 1000 	 -3.3069487749557323
还 	 4.5235414679337325 	 -0.0317486983145803 	 1000 	 -4.682538934966906
检疫与流行性疾病部门 	 4.434381815926111 	 1.1314021114911006 	 8.12712553980088 	 -1000
她 	 4.432560045951038 	 -0.0317486983145803 	 1000 	 -5.478998346037802
新加坡内阁资政李光耀 	 4.432040621080152 	 1.3545456628053103 	 6.2013081391123475 	 -1000
同 	 4.428948113509986 	 -0.0317486983145803 	 1000 	 -3.5311244027390023
性 	 4.395287759457197 	 -0.0317486983145803 	 1000 	 -3.489011159803979
美国职业篮球联赛 	 4.391107857334519 	 1.0360919316867758 	 6.6479604634045035 	 -1000
能 	 4.369325237748024 	 -0.0317486983145803 	 1000 	 -2.5059579012576694
1 	 4.358845964005362 	 -0.0317486983145803 	 1000 	 -2.7177846998313853
3 	 4.347142114557917 	 -0.0317486983145803 	 1000 	 -4.128522862674448
去 	 4.345715559452939 	 -0.0317486983145803 	 1000 	 -3.1213012651077396
则 	 4.344951814963468 	 -0.0317486983145803 	 1000 	 -2.7262744896899553
说 	 4.329277769830103 	 -0.0317486983145803 	 1000 	 -2.191627020155975
者 	 4.298731546013109 	 -0.0317486983145803 	 1000 	 -2.8253439811352328
起 	 4.297926049991995 	 -0.0317486983145803 	 1000 	 -3.2492323303192285
多 	 4.274910096331188 	 -0.0317486983145803 	 1000 	 -2.6762724316673685
，美国国务卿奥尔布赖特 	 4.2723779409870275 	 1.1314021114911006 	 2.5042160334212085 	 -1000
得 	 4.270797755285823 	 -0.0317486983145803 	 1000 	 -2.6179768976553275
芽笼室内体育馆 	 4.2280721911714885 	 0.7949298748698876 	 8.634734316224932 	 -1000
中文世界个人学术网站 	 4.224691109831171 	 2.740840023925201 	 5.692603030390309 	 -1000
2 	 4.215290178716696 	 -0.0317486983145803 	 1000 	 -3.443340656029226
？ 	 4.185636996128242 	 -0.0317486983145803 	 1000 	 -1.8973583195947394
出 	 4.181317798457539 	 -0.0317486983145803 	 1000 	 -3.1464857724402253
Singapore 	 4.164277051849741 	 1.3545456628053103 	 6.773252314769782 	 -1000
卡罗林斯卡大学 	 4.160731037571218 	 2.0476928433652555 	 6.397698923601856 	 -1000
第二通道马拉松赛 	 4.103938157981854 	 2.740840023925201 	 6.909364228338433 	 -1000
三 	 4.103391350567939 	 -0.0317486983145803 	 1000 	 -3.3245285586817745
service 	 4.095525898885844 	 2.0476928433652555 	 6.842245186256734 	 -1000
家 	 4.06276903447608 	 -0.0317486983145803 	 1000 	 -3.340582570114322
朝鲜领袖金正日 	 4.062122323950074 	 0.6007738604289301 	 6.397914774234057 	 -1000
高 	 4.048966818536194 	 -0.0317486983145803 	 1000 	 -2.768653068418182
更 	 4.047639466415406 	 -0.0317486983145803 	 1000 	 -4.209376554096391
联合国秘书长安南 	 4.042965805394593 	 0.7259370033829363 	 7.323840171166993 	 -1000
中国国家主席江泽民 	 4.033306182135957 	 1.1314021114911006 	 5.692603030390309 	 -1000
里 	 4.024675677631949 	 -0.0317486983145803 	 1000 	 -3.9016832758524687
▲ 	 4.018620991245735 	 2.3353749158170367 	 1000 	 -1000
其 	 4.018324559261977 	 -0.0317486983145803 	 1000 	 -2.810257722301587
刀 	 4.008154960045074 	 0.3894647667617233 	 1000 	 -1000
教育部和社会发展及体育部 	 4.00666426666968 	 1.3545456628053103 	 6.89927489168541 	 -1000
戈罗塔 	 3.9962548293577957 	 2.3353749158170367 	 8.676469136002547 	 -1000
白清泉 	 3.9952362963007992 	 2.740840023925201 	 8.692457848698318 	 -1000
折扣 	 3.9940373231875337 	 0.7259370033829363 	 8.312462258858613 	 -1000
古玛拉堂伽 	 3.9882637856987095 	 2.0476928433652555 	 9.145559939990923 	 -1000
给 	 3.9855189935423945 	 -0.0317486983145803 	 1000 	 -2.3070538783747194
当 	 3.9813781722527937 	 -0.0317486983145803 	 1000 	 -3.4507697633751513
台湾总统陈水扁 	 3.969980723824591 	 0.949080554697146 	 7.086395590750238 	 -1000
佐 	 3.962989666273495 	 0.3894647667617233 	 1000 	 -1000
队 	 3.9627827738503245 	 -0.0317486983145803 	 1000 	 -3.368910904361772
浅 	 3.9595154129064523 	 0.3894647667617233 	 1000 	 -1000
过 	 3.958817963704237 	 -0.0317486983145803 	 1000 	 -2.8009249812348127
转轨器 	 3.957556025358184 	 2.740840023925201 	 8.645005866546763 	 -1000
汤 	 3.9560411595394056 	 0.3894647667617233 	 1000 	 -1000
庄右铭 	 3.9534818931301916 	 2.740840023925201 	 10.519762255345785 	 -1000
闭幕礼 	 3.9524633600731933 	 2.3353749158170367 	 8.440459406715338 	 -1000
吉新鹏 	 3.9514448270161924 	 2.740840023925201 	 8.957577227762231 	 -1000
创业板 	 3.9509355604876943 	 1.3545456628053103 	 8.3043101642503 	 -1000
